Date,Price,Open,High,Low,Vol.,Change %
"Aug 29, 2017",17.541,17.47,17.617,17.397,0,0.57
"Aug 28, 2017",17.441,17.055,17.48,17.02,0,2.34
"Aug 27, 2017",17.042,17.069,17.216,17.04,0,-0.04
"Aug 25, 2017",17.049,16.955,17.18,16.715,117.11K,0.51
"Aug 24, 2017",16.963,17.085,17.1,16.815,109.37K,-0.49
"Aug 23, 2017",17.046,16.98,17.105,16.91,80.19K,0.38
"Aug 22, 2017",16.982,17.005,17.115,16.87,88.51K,-0.19
"Aug 21, 2017",17.015,16.935,17.12,16.83,90.12K,0.7
"Aug 20, 2017",16.896,16.939,16.944,16.829,0,-0.61
"Aug 18, 2017",17,17.035,17.32,16.85,113.50K,-0.31
"Aug 17, 2017",17.053,17.035,17.055,17.03,98.94K,0.67
"Aug 16, 2017",16.94,16.64,17.13,16.61,99.91K,1.35
"Aug 15, 2017",16.714,17.06,17.065,16.56,98.50K,-2.38
"Aug 14, 2017",17.122,17.13,17.215,16.925,73.47K,0.27
"Aug 13, 2017",17.076,17.104,17.11,17.064,0,0.04
"Aug 11, 2017",17.07,17.125,17.195,16.88,94.48K,0.03
"Aug 10, 2017",17.065,16.94,17.24,16.85,105.22K,1.2
"Aug 09, 2017",16.863,16.44,16.945,16.43,106.93K,2.89
"Aug 08, 2017",16.389,16.24,16.46,16.205,79.11K,0.85
"Aug 07, 2017",16.251,16.27,16.28,16.095,58.15K,0.16
"Aug 06, 2017",16.225,16.267,16.267,16.225,0,-0.17
"Aug 04, 2017",16.252,16.7,16.75,16.17,97.42K,-2.27
"Aug 03, 2017",16.63,16.57,16.68,16.42,57.97K,-0.62
"Aug 02, 2017",16.733,16.695,16.96,16.455,77.87K,-0.18
"Aug 01, 2017",16.764,16.835,16.845,16.59,61.89K,-0.13
"Jul 31, 2017",16.786,16.745,16.87,16.665,56.47K,0.08
"Jul 30, 2017",16.773,16.757,16.787,16.752,0,0.47
"Jul 28, 2017",16.695,16.575,16.75,16.505,49.95K,0.74
"Jul 27, 2017",16.573,16.64,16.81,16.54,69.33K,0.69
"Jul 26, 2017",16.459,16.465,16.68,16.28,67.14K,-0.5
"Jul 25, 2017",16.542,16.46,16.605,16.225,76.17K,0.6
"Jul 24, 2017",16.443,16.5,16.575,16.405,62.92K,-0.37
"Jul 23, 2017",16.504,16.5,16.506,16.448,0,0.29
"Jul 21, 2017",16.457,16.28,16.51,16.28,59.69K,0.69
"Jul 20, 2017",16.345,16.25,16.395,16.11,84.81K,0.29
"Jul 19, 2017",16.297,16.265,16.345,16.125,81.90K,0.18
"Jul 18, 2017",16.268,16.08,16.31,16.06,91.04K,1.05
"Jul 17, 2017",16.099,15.99,16.17,15.935,78.61K,0.48
"Jul 16, 2017",16.022,15.966,16.024,15.947,0,0.56
"Jul 14, 2017",15.933,15.66,16.07,15.575,92.37K,1.54
"Jul 13, 2017",15.691,15.875,15.955,15.66,76.09K,-1.23
"Jul 12, 2017",15.887,15.81,15.995,15.71,96.48K,0.9
"Jul 11, 2017",15.745,15.64,15.83,15.425,96.43K,0.74
"Jul 10, 2017",15.629,15.58,15.705,15.145,125.08K,0.26
"Jul 09, 2017",15.589,15.597,15.604,15.538,0,1.06
"Jul 07, 2017",15.425,16.025,16.14,15.32,156.69K,-3.49
"Jul 06, 2017",15.983,16.055,16.08,15.91,68.31K,0.55
"Jul 05, 2017",15.896,16.135,16.19,15.85,138.59K,-1.43
"Jul 04, 2017",16.126,16.152,16.169,16.013,0,0.21
"Jul 03, 2017",16.092,16.635,16.645,16.075,94.30K,-3.02
"Jul 02, 2017",16.593,16.601,16.613,16.583,0,-0.2
"Jun 30, 2017",16.627,16.635,16.705,16.505,71.27K,-0.16
"Jun 29, 2017",16.654,16.835,16.915,16.615,97.14K,-0.82
"Jun 28, 2017",16.791,16.685,16.89,16.68,48.63K,0.84
"Jun 27, 2017",16.651,16.56,16.78,16.55,51.95K,0.12
"Jun 26, 2017",16.631,16.755,16.785,16.28,27.89K,-0.29
"Jun 25, 2017",16.68,16.685,16.72,16.655,0,-0.16
"Jun 23, 2017",16.707,16.58,16.825,16.58,32.11K,1.2
"Jun 22, 2017",16.509,16.4,16.64,16.4,92.15K,0.82
"Jun 21, 2017",16.374,16.415,16.495,16.315,84.04K,-0.26
"Jun 20, 2017",16.417,16.465,16.605,16.36,80.76K,-0.52
"Jun 19, 2017",16.502,16.67,16.68,16.445,73.82K,-1
"Jun 18, 2017",16.668,16.649,16.669,16.642,0,0.04
"Jun 16, 2017",16.661,16.72,16.8,16.62,68.24K,-0.33
"Jun 15, 2017",16.716,16.875,17.065,16.62,101.17K,-2.45
"Jun 14, 2017",17.136,16.82,17.365,16.79,127.36K,2.2
"Jun 13, 2017",16.767,16.945,16.955,16.705,97.81K,-1.04
"Jun 12, 2017",16.944,17.17,17.215,16.89,91.83K,-1.18
"Jun 11, 2017",17.147,17.165,17.178,17.119,0,-0.44
"Jun 09, 2017",17.223,17.485,17.495,17.155,70.49K,-1.1
"Jun 08, 2017",17.414,17.56,17.68,17.285,86.64K,-1.17
"Jun 07, 2017",17.62,17.71,17.725,17.505,67.36K,-0.51
"Jun 06, 2017",17.71,17.545,17.745,17.515,75.07K,0.73
"Jun 05, 2017",17.581,17.55,17.65,17.495,49.62K,0.04
"Jun 04, 2017",17.574,17.548,17.593,17.533,0,0.28
"Jun 02, 2017",17.525,17.27,17.58,17.115,104.15K,1.41
"Jun 01, 2017",17.281,17.315,17.37,16.985,88.52K,-0.72
"May 31, 2017",17.406,17.385,17.42,17.225,73.26K,-0.12
"May 30, 2017",17.427,17.34,17.465,17.205,75.85K,0.2
"May 29, 2017",17.392,17.385,17.449,17.33,0,0.01
"May 28, 2017",17.39,17.348,17.394,17.348,0,0.39
"May 26, 2017",17.323,17.145,17.38,17.085,67.81K,0.76
"May 25, 2017",17.193,17.215,17.26,17.125,57.92K,0.44
"May 24, 2017",17.117,17.05,17.23,16.895,82.16K,-0.13
"May 23, 2017",17.139,17.165,17.305,17.03,92.73K,-0.3
"May 22, 2017",17.191,16.87,17.21,16.84,78.64K,1.18
"May 21, 2017",16.99,16.873,17.145,16.857,0,1.16
"May 19, 2017",16.796,16.58,16.875,16.565,75.95K,0.76
"May 18, 2017",16.67,16.89,16.945,16.43,115.49K,-1.4
"May 17, 2017",16.906,16.85,17.035,16.755,121.34K,0.95
"May 16, 2017",16.747,16.63,16.865,16.61,71.85K,0.87
"May 15, 2017",16.603,16.46,16.815,16.41,80.99K,0.8
"May 14, 2017",16.471,16.467,16.505,16.467,0,0.42
"May 12, 2017",16.402,16.33,16.475,16.3,59.66K,0.84
"May 11, 2017",16.265,16.205,16.39,16.165,66.28K,0.36
"May 10, 2017",16.207,16.18,16.345,16.145,78.42K,0.87
"May 09, 2017",16.067,16.235,16.315,16.06,71.19K,-1.17
"May 08, 2017",16.258,16.31,16.455,16.23,55.08K,-1.41
"May 07, 2017",16.49,16.311,16.491,16.311,0,1.33
"May 05, 2017",16.274,16.315,16.53,16.23,88.65K,-0.18
"May 04, 2017",16.303,16.485,16.645,16.215,103.60K,-1.47
"May 03, 2017",16.546,16.855,16.895,16.415,90.35K,-1.69
"May 02, 2017",16.831,16.88,17.015,16.8,63.43K,-0.07
"May 01, 2017",16.842,17.24,17.29,16.81,72.47K,-2.62
"Apr 30, 2017",17.295,17.264,17.311,17.264,0,0.19
"Apr 28, 2017",17.262,17.28,17.445,17.185,65.78K,-0.42
"Apr 27, 2017",17.334,17.515,17.54,17.265,96.19K,-0.56
"Apr 26, 2017",17.431,17.65,17.695,17.355,67.57K,-1.29
"Apr 25, 2017",17.659,17.99,18.05,17.59,61.72K,-1.52
"Apr 24, 2017",17.932,18.035,18.035,17.625,46.78K,0.12
"Apr 23, 2017",17.91,17.85,17.91,17.68,0,-0.15
"Apr 21, 2017",17.937,18.095,18.095,17.865,42.18K,-0.89
"Apr 20, 2017",18.098,18.22,18.295,17.92,41.78K,-0.78
"Apr 19, 2017",18.24,18.375,18.395,18.165,22.21K,-0.6
"Apr 18, 2017",18.35,18.5,18.51,18.145,36.12K,-1.29
"Apr 17, 2017",18.59,18.65,18.725,18.45,12.42K,-0.16
"Apr 16, 2017",18.62,18.58,18.63,18.56,0,0.4
"Apr 14, 2017",18.545,18.545,18.545,18.545,0,-0.22
"Apr 13, 2017",18.585,18.57,18.675,18.49,16.26K,1.14
"Apr 12, 2017",18.375,18.405,18.65,18.325,14.30K,0.25
"Apr 11, 2017",18.329,18.025,18.42,17.98,13.63K,1.88
"Apr 10, 2017",17.99,18.005,18.095,17.805,9.37K,-0.01
"Apr 09, 2017",17.992,17.992,18.023,17.93,0,-1.29
"Apr 07, 2017",18.227,18.325,18.55,17.945,13.33K,-0.51
"Apr 06, 2017",18.321,18.385,18.425,18.25,7.45K,0.32
"Apr 05, 2017",18.262,18.395,18.4,18.225,7.87K,-0.74
"Apr 04, 2017",18.399,18.375,18.505,18.295,5.34K,0.61
"Apr 03, 2017",18.288,18.35,18.36,18.17,4.36K,0.28
"Apr 02, 2017",18.237,18.28,18.28,18.237,0,-0.52
"Mar 31, 2017",18.332,18.21,18.365,18.135,7.28K,0.28
"Mar 30, 2017",18.281,18.325,18.385,18.145,2.75K,-0.25
"Mar 29, 2017",18.327,18.275,18.34,18.14,3.60K,0
"Mar 28, 2017",18.327,18.205,18.335,18.115,9.56K,0.8
"Mar 27, 2017",18.182,17.9,18.215,17.9,5.03K,1.83
"Mar 26, 2017",17.855,17.8,17.883,17.8,0,0.19
"Mar 24, 2017",17.821,17.67,17.855,17.615,1.39K,0.88
"Mar 23, 2017",17.666,17.61,17.77,17.61,0.89K,0.08
"Mar 22, 2017",17.651,17.64,17.67,17.545,0.57K,-0.02
"Mar 21, 2017",17.655,17.525,17.685,17.41,5.82K,0.83
"Mar 20, 2017",17.509,17.46,17.535,17.445,0.65K,0.46
"Mar 19, 2017",17.428,17.415,17.43,17.398,0,-0.31
"Mar 17, 2017",17.483,17.41,17.49,17.34,2.19K,0.48
"Mar 16, 2017",17.4,17.405,17.605,17.33,8.75K,2.42
"Mar 15, 2017",16.989,16.97,17.43,16.89,3.42K,0
"Mar 14, 2017",16.989,17.045,17.09,16.94,4.43K,-0.28
"Mar 13, 2017",17.037,17.115,17.23,17.035,3.51K,0.12
"Mar 12, 2017",17.017,17.05,17.062,17,0,0.17
"Mar 10, 2017",16.988,17.05,17.15,16.92,2.26K,-0.66
"Mar 09, 2017",17.101,17.325,17.375,17.035,2.63K,-1.51
"Mar 08, 2017",17.363,17.585,17.625,17.31,2.21K,-1.35
"Mar 07, 2017",17.601,17.86,17.86,17.57,1.79K,-1.34
"Mar 06, 2017",17.84,18.035,18.035,17.82,0.79K,-0.76
"Mar 05, 2017",17.977,17.98,17.98,17.938,0,0.96
"Mar 03, 2017",17.806,17.865,18.075,17.735,2.31K,-0.04
"Mar 02, 2017",17.813,18.5,18.53,17.775,1.62K,-4
"Mar 01, 2017",18.555,18.425,18.575,18.34,1.85K,0.11
"Feb 28, 2017",18.535,18.4,18.555,18.345,2.14K,0.28
"Feb 27, 2017",18.483,18.505,18.6,18.345,2.13K,0.52
"Feb 26, 2017",18.388,18.42,18.43,18.383,0,-0.47
"Feb 24, 2017",18.474,18.3,18.525,18.285,2.85K,1.22
"Feb 23, 2017",18.252,18.13,18.335,18.075,1.82K,0.89
"Feb 22, 2017",18.091,18.13,18.17,18.055,3.83K,-0.29
"Feb 21, 2017",18.143,18.095,18.205,17.955,1.63K,0.55
"Feb 20, 2017",18.043,18.002,18.06,17.91,0,0.23
"Feb 19, 2017",18.002,17.99,18.027,17.98,0,-0.93
"Feb 17, 2017",18.171,18.205,18.205,18.125,1.08K,-0.24
"Feb 16, 2017",18.214,18.115,18.26,18.115,1.42K,0.63
"Feb 15, 2017",18.1,18.06,18.11,17.89,1.94K,0.42
"Feb 14, 2017",18.024,17.98,18.21,17.915,1.86K,0.4
"Feb 13, 2017",17.953,18.065,18.105,17.9,1.82K,0.12
"Feb 12, 2017",17.932,17.913,17.947,17.913,0,-0.73
"Feb 10, 2017",18.063,17.69,18.135,17.69,1.72K,1.06
"Feb 09, 2017",17.873,17.89,17.945,17.75,1.55K,0.19
"Feb 08, 2017",17.839,17.81,18,17.81,1.16K,-0.28
"Feb 07, 2017",17.889,17.88,17.91,17.7,0.96K,0.36
"Feb 06, 2017",17.825,17.72,17.86,17.675,0.53K,1.93
"Feb 05, 2017",17.487,17.52,17.545,17.468,0,-0.7
"Feb 03, 2017",17.611,17.59,17.66,17.45,0.59K,0.28
"Feb 02, 2017",17.561,17.715,17.85,17.55,2.75K,-0.11
"Feb 01, 2017",17.58,17.68,17.7,17.535,1.32K,-0.52
"Jan 31, 2017",17.672,17.29,17.75,17.27,1.50K,2.27
"Jan 30, 2017",17.279,17.345,17.38,17.21,1.22K,0.35
"Jan 29, 2017",17.218,17.18,17.233,17.17,0,-0.23
"Jan 27, 2017",17.258,16.865,17.32,16.8,0.66K,1.7
"Jan 26, 2017",16.97,17.06,17.07,16.805,0.40K,-0.75
"Jan 25, 2017",17.099,17.255,17.255,16.915,0.56K,-1.19
"Jan 24, 2017",17.305,17.345,17.41,17.145,0.51K,-0.01
"Jan 23, 2017",17.307,17.23,17.385,17.205,0.52K,0.73
"Jan 22, 2017",17.182,17.127,17.2,17.127,0,0.19
"Jan 20, 2017",17.15,17.17,17.27,16.985,0.49K,0.18
"Jan 19, 2017",17.119,17.2,17.235,16.89,0.55K,-1.59
"Jan 18, 2017",17.396,17.33,17.445,17.2,1.07K,0.72
"Jan 17, 2017",17.271,17.005,17.315,16.965,0.86K,2.61
"Jan 16, 2017",16.832,16.898,16.947,16.812,0,-0.39
"Jan 15, 2017",16.898,16.852,16.938,16.843,0,0.07
"Jan 13, 2017",16.887,16.91,16.94,16.785,2.52K,-0.38
"Jan 12, 2017",16.951,16.985,17.12,16.9,2.03K,-0.02
"Jan 11, 2017",16.955,16.925,17.005,16.705,2.62K,-0.08
"Jan 10, 2017",16.968,16.7,17.03,16.69,2.64K,1.04
"Jan 09, 2017",16.793,16.64,16.81,16.595,1.73K,1.43
"Jan 08, 2017",16.557,16.513,16.557,16.498,0,-0.4
"Jan 06, 2017",16.624,16.74,16.775,16.55,0.20K,-0.7
"Jan 05, 2017",16.742,16.675,16.835,16.675,0.25K,0.51
"Jan 04, 2017",16.657,16.485,16.655,16.485,0.25K,0.88
"Jan 03, 2017",16.512,16.2,16.64,16.1,0.71K,3.1
"Jan 02, 2017",16.015,15.985,16.027,15.968,0,-0.48
"Dec 30, 2016",16.092,16.37,16.43,16.005,0.30K,-1.42
"Dec 29, 2016",16.324,16.255,16.365,16.16,0.46K,1.15
"Dec 28, 2016",16.139,16.15,16.16,16.045,0.12K,0.31
"Dec 27, 2016",16.089,15.925,16.2,15.925,0.15K,1.67
"Dec 26, 2016",15.825,15.828,15.867,15.817,0,-0.21
"Dec 23, 2016",15.859,15.975,15.975,15.86,0.31K,-0.71
"Dec 22, 2016",15.972,16.145,16.145,15.935,0.62K,-0.68
"Dec 21, 2016",16.082,16.105,16.315,16.1,0.38K,-0.84
"Dec 20, 2016",16.219,16.03,16.22,15.86,0.77K,0.18
"Dec 19, 2016",16.19,16.35,16.355,16.135,0.26K,0.17
"Dec 18, 2016",16.163,16.145,16.172,16.14,0,-0.94
"Dec 16, 2016",16.317,16.17,16.415,16.115,0.32K,1.59
"Dec 15, 2016",16.062,17.03,17.03,16.06,0.49K,-7.33
"Dec 14, 2016",17.332,17.28,17.34,16.965,0.30K,1.43
"Dec 13, 2016",17.088,17.26,17.295,17.045,0.81K,-1.23
"Dec 12, 2016",17.301,17.075,17.34,16.9,1.58K,1.96
"Dec 11, 2016",16.968,16.932,16.973,16.9,0,-0.67
"Dec 09, 2016",17.083,17.18,17.275,17.01,1.38K,-0.76
"Dec 08, 2016",17.213,17.295,17.37,17.145,1.19K,-1.03
"Dec 07, 2016",17.392,16.83,17.42,16.83,1.20K,2.74
"Dec 06, 2016",16.928,17.025,17.04,16.93,0.49K,-0.55
"Dec 05, 2016",17.022,17.145,17.145,16.73,0.27K,0.95
"Dec 04, 2016",16.862,16.793,17.047,16.793,0,-0.58
"Dec 02, 2016",16.96,16.57,16.885,16.565,0.47K,1.95
"Dec 01, 2016",16.636,16.64,16.83,16.5,0.40K,0.15
"Nov 30, 2016",16.611,16.85,16.9,16.595,0.10K,-1.55
"Nov 29, 2016",16.872,16.87,16.875,16.61,0.15K,0.39
"Nov 28, 2016",16.806,16.895,17,16.76,0.32K,0.75
"Nov 25, 2016",16.681,16.45,16.76,16.415,0.82K,2.07
"Nov 24, 2016",16.343,16.348,16.39,16.218,0,-1.62
"Nov 23, 2016",16.612,16.885,16.885,16.445,0.23K,-1.48
"Nov 22, 2016",16.862,16.9,17.08,16.775,0.13K,0.68
"Nov 21, 2016",16.748,16.86,16.89,16.74,0.10K,1.18
"Nov 20, 2016",16.553,16.6,16.6,16.527,0,-1.75
"Nov 18, 2016",16.848,16.8,16.925,16.68,0.03K,-0.91
"Nov 17, 2016",17.003,17.18,17.22,16.925,0.25K,-0.87
"Nov 16, 2016",17.153,17.24,17.24,17.225,0.04K,-0.31
"Nov 15, 2016",17.206,17.22,17.235,17.075,0.66K,0.56
"Nov 14, 2016",17.11,17.42,17.565,16.92,0.49K,-1.99
"Nov 13, 2016",17.457,17.332,17.487,17.332,0,-0.83
"Nov 11, 2016",17.603,18.85,18.85,17.5,0.86K,-7.25
"Nov 10, 2016",18.98,19.09,19.09,18.735,0.90K,1.88
"Nov 09, 2016",18.629,18.655,19.1,18.64,0.64K,0.09
"Nov 08, 2016",18.612,18.585,18.785,18.565,0.72K,1.1
"Nov 07, 2016",18.41,18.47,18.47,18.275,0.67K,1.29
"Nov 06, 2016",18.175,18.26,18.26,18.13,0,-2.46
"Nov 04, 2016",18.633,18.63,18.69,18.555,0.27K,-0.2
"Nov 03, 2016",18.671,18.745,18.745,18.28,0.19K,-1.45
"Nov 02, 2016",18.945,18.64,18.75,18.64,0.24K,1.51
"Nov 01, 2016",18.663,18.125,18.69,18.125,0.43K,3.52
"Oct 31, 2016",18.028,18.015,18.155,18.015,0.10K,1.05
"Oct 30, 2016",17.84,17.8,17.865,17.8,0,-1.03
"Oct 28, 2016",18.026,17.795,18.005,17.795,0.27K,0.9
"Oct 27, 2016",17.865,17.845,17.855,17.795,0.35K,0.36
"Oct 26, 2016",17.801,18.005,18.01,17.775,0.77K,-1.22
"Oct 25, 2016",18.021,17.935,17.955,17.935,0.26K,0.96
"Oct 24, 2016",17.85,18.08,18.08,18.08,0.11K,1.85
"Oct 23, 2016",17.525,17.538,17.538,17.49,0,-1.22
"Oct 21, 2016",17.742,17.745,17.745,17.745,0.06K,-0.32
"Oct 20, 2016",17.799,17.915,17.92,17.775,0.07K,-0.66
"Oct 19, 2016",17.918,18.03,18.03,17.92,0.17K,0.5
"Oct 18, 2016",17.828,17.835,17.835,17.83,0.43K,0.59
"Oct 17, 2016",17.724,17.695,17.695,17.695,0.01K,1.5
"Oct 16, 2016",17.462,17.45,17.468,17.413,0,-1.29
"Oct 14, 2016",17.69,17.75,17.75,17.75,0.14K,-0.09
"Oct 13, 2016",17.706,17.725,17.725,17.725,0.09K,-0.26
"Oct 12, 2016",17.752,17.755,17.77,17.74,0.27K,-0.03
"Oct 11, 2016",17.758,17.915,17.945,17.81,0.08K,-0.85
"Oct 10, 2016",17.911,17.955,17.955,17.915,0.06K,1.12
"Oct 09, 2016",17.712,17.572,17.742,17.572,0,0.48
"Oct 07, 2016",17.627,17.5,17.735,17.43,0.08K,0.2
"Oct 06, 2016",17.591,17.735,17.735,17.455,0.09K,-1.96
"Oct 05, 2016",17.943,18.1,18.1,17.89,0.46K,-0.45
"Oct 04, 2016",18.024,18.82,18.82,18.2,0.16K,-5.77
"Oct 03, 2016",19.128,19.315,19.315,19.035,0.08K,-0.47
"Oct 02, 2016",19.218,19.227,19.26,19.16,0,-1.32
"Sep 30, 2016",19.476,19.44,19.495,19.44,0.05K,0.12
"Sep 29, 2016",19.452,19.53,19.53,19.53,0.06K,0.35
"Sep 28, 2016",19.385,19.365,19.385,19.35,0.32K,-0.22
"Sep 27, 2016",19.427,19.685,19.685,19.665,0.05K,-2.16
"Sep 26, 2016",19.855,19.9,19.935,19.855,0.24K,0.37
"Sep 25, 2016",19.782,19.74,19.803,19.74,0,-1.36
"Sep 23, 2016",20.055,20.085,20.16,20.085,0.16K,-1.42
"Sep 22, 2016",20.343,20.175,20.265,20.03,0.07K,2.01
"Sep 21, 2016",19.942,19.85,20.08,19.85,0.02K,2.2
"Sep 20, 2016",19.513,19.53,19.53,19.505,0.03K,-0.07
"Sep 19, 2016",19.526,19.485,19.485,19.485,0.06K,3.41
"Sep 18, 2016",18.883,18.845,18.918,18.84,0,-1.12
"Sep 16, 2016",19.097,19,19.01,18.995,0.13K,-0.61
"Sep 15, 2016",19.214,19.215,19.32,19.155,0.01K,-0.13
"Sep 14, 2016",19.239,19.275,19.275,19.24,0.13K,0.15
"Sep 13, 2016",19.21,19.37,19.37,19.18,0.04K,-0.13
"Sep 12, 2016",19.235,19.2,19.2,19.2,0.10K,0.41
"Sep 11, 2016",19.157,19.113,19.22,19.113,0,-2.3
"Sep 09, 2016",19.607,19.765,19.765,19.765,0.03K,-1.56
"Sep 08, 2016",19.917,20.175,20.18,19.915,0.04K,-0.85
"Sep 07, 2016",20.087,20.305,20.33,20.305,0.03K,-1.43
"Sep 06, 2016",20.378,19.775,19.775,19.775,0.23K,3.79
"Sep 05, 2016",19.633,19.453,19.652,19.38,0,0.96
"Sep 04, 2016",19.447,19.47,19.498,19.428,0,-0.79
"Sep 02, 2016",19.602,19.56,19.56,19.56,0.02K,2.21
"Sep 01, 2016",19.179,18.985,18.985,18.985,0.06K,1.24
"Aug 31, 2016",18.945,18.94,18.94,18.94,0.00K,0.16
"Aug 30, 2016",18.914,18.91,18.91,18.91,0.00K,-0.97
"Aug 29, 2016",19.1,18.82,18.82,18.82,0.00K,3.02
"Aug 28, 2016",18.54,18.62,18.62,18.52,0,-2.37
"Aug 26, 2016",18.99,19.02,19.275,19.02,0.00K,0.66
"Aug 25, 2016",18.865,18.945,18.945,18.945,0.08K,-0.44
"Aug 24, 2016",18.948,18.95,18.95,18.895,0.05K,-1.96
"Aug 23, 2016",19.327,19.435,19.435,19.435,0.00K,0.36
"Aug 22, 2016",19.257,19.37,19.37,19.27,0.03K,1.42
"Aug 21, 2016",18.987,19.29,19.29,18.715,0,-3.64
"Aug 19, 2016",19.704,19.825,19.825,19.825,0.00K,-1.74
"Aug 18, 2016",20.052,19.99,19.99,19.99,0.05K,0.55
"Aug 17, 2016",19.943,20.13,20.13,19.935,0.05K,-0.25
"Aug 16, 2016",19.992,19.97,20.22,19.84,6.67K,-1.11
"Aug 15, 2016",20.216,20.185,20.225,20.185,0.06K,2.01
"Aug 14, 2016",19.818,19.72,19.82,19.715,0,-1.29
"Aug 12, 2016",20.078,20.535,20.535,20.095,0.00K,-1.22
"Aug 11, 2016",20.326,20.36,20.36,20.36,0.06K,-1.06
"Aug 10, 2016",20.544,20.525,20.565,20.525,0.07K,1.65
"Aug 09, 2016",20.21,20.17,20.17,20.17,0.09K,0.28
"Aug 08, 2016",20.153,19.96,20.18,19.96,0.05K,2.34
"Aug 07, 2016",19.693,19.742,19.742,19.595,0,-2.29
"Aug 05, 2016",20.154,20.57,20.62,20.12,0.23K,-2.98
"Aug 04, 2016",20.773,20.82,20.82,20.63,0.18K,0.15
"Aug 03, 2016",20.741,20.945,20.945,20.935,0.05K,-1.37
"Aug 02, 2016",21.029,21.065,21.065,21.01,0.15K,1.02
"Aug 01, 2016",20.816,20.86,20.92,20.86,0.09K,2
"Jul 31, 2016",20.407,20.377,20.438,20.37,0,-1.14
"Jul 29, 2016",20.643,20.55,20.65,20.55,0.01K,0.81
"Jul 28, 2016",20.478,20.715,20.8,20.5,0.06K,1
